Alabama,Ohatchee,6
Alabama,Oneonta,1265
Alabama,Opelika,319
Alabama,Orange Beach,52
Alabama,Oxford,52
Alabama,Ozark,1016
Alabama,Pelham,1249
Alabama,Pell City,5
Alabama,Perdido,3
Alabama,Phenix City,30
Alabama,Piedmont,7
Alabama,Pike Road,5
Alabama,Pine Apple,9
Alabama,Pine Ridge,2
Alabama,Pinson,1209
Alabama,Pittsview,2
Alabama,Plantersville,6
Alabama,Point Clear,18
Alabama,Prattville,249
Alabama,Prichard,62
Alabama,Quinton,63
Alabama,Rainbow City,25
Alabama,Rainsville,12
Alabama,Ramer,436
Alabama,Range,28
Alabama,Red Bay,5
Alabama,Red Level,3
Alabama,Redstone Arsenal,1
Alabama,Remlap,7
Alabama,Repton,22
Alabama,Roanoke,56
Alabama,Robertsdale,276
Alabama,Rockford,5
Alabama,Rogersville,2
Alabama,Russellville,2
Alabama,Salem,10
Alabama,Samson,472
Alabama,Saraland,23
Alabama,Sardis,2
Alabama,Satsuma,5
Alabama,Scottsboro,626
Alabama,Seale,656
Alabama,Selma,1676
Alabama,Semmes,73
Alabama,Sheffield,5
Alabama,Shiloh,1
Alabama,Shorter,8
Alabama,Silverhill,5
Alabama,Slocomb,1216
Alabama,Smiths Station,19
Alabama,Somerville,12
Alabama,South Vinemont,4
Alabama,Spanish Fort,52
Alabama,Springville,93
Alabama,Stapleton,3
Alabama,Steele,142
Alabama,Sterrett,3
Alabama,Stevenson,29
Alabama,Stockton,45
Alabama,Summerdale,146
Alabama,Sylacauga,31
Alabama,Tanner,40
Alabama,Theodore,643
Alabama,Tibbie,29
Alabama,Tillmans Corner,12
Alabama,Titus,1
Alabama,Town Creek,34
Alabama,Trafford,1
Alabama,Trinity,21
Alabama,Troy,545
Alabama,Trussville,87
Alabama,Tuscaloosa,7450
Alabama,Tuscumbia,7
Alabama,Tuskegee,14
Alabama,Tyler,10
Alabama,Union Grove,157
Alabama,Uniontown,15
Alabama,Uriah,28
Alabama,Valley,674
Alabama,Valley Grande,365
Alabama,Valley Head,5
Alabama,Vance,413
Alabama,Verbena,4
Alabama,Vestavia Hills,55
Alabama,Vinemont,127
Alabama,Wadley,12
Alabama,Wagarville,884
Alabama,Warrior,35
Alabama,Waterloo,2
Alabama,Waverly,33
Alabama,Weaver,439
Alabama,Wedowee,1
Alabama,Wellington,602
Alabama,Westover,2
Alabama,Wetumpka,41
Alabama,Wilmer,1132
Alabama,Wilsonville,8
Alabama,Woodstock,3
Alabama,Woodville,6
Alabama,York,9
Arizona,Ajo,2
Arizona,Amado,5
Arizona,Apache Junction,1178
Arizona,Arizona City,212
Arizona,Ash Fork,21
Arizona,Avondale,763
Arizona,Bapchule,23
Arizona,Bellemont,119
Arizona,Benson,3568
Arizona,Bisbee,25
Arizona,Black Canyon City,112
Arizona,Bouse,2
Arizona,Bowie,72
Arizona,Buckeye,877
Arizona,Bullhead City,849
Arizona,Cameron,38
Arizona,Camp Verde,2800
Arizona,Carefree,4
Arizona,Casa Grande,3199
Arizona,Casas Adobes,5
Arizona,Catalina,6
Arizona,Cave Creek,56
Arizona,Chambers,17
Arizona,Chandler,3387
Arizona,Chino Valley,1089
Arizona,Clarkdale,3
Arizona,Cochise,4
Arizona,Congress,7
Arizona,Coolidge,16
Arizona,Cordes Lakes,7
Arizona,Cornville,25
Arizona,Corona de Tucson,5
Arizona,Cottonwood,47
Arizona,Dateland,10
Arizona,Dennehotso,2
Arizona,Dewey-Humboldt,3
Arizona,Dolan Springs,2
Arizona,Dragoon,3
Arizona,Ehrenberg,16
Arizona,El Mirage,469
Arizona,Elfrida,2
Arizona,Elgin,2
Arizona,Eloy,62
Arizona,Flagstaff,2866
Arizona,Florence,11
Arizona,Fort Mohave,50
Arizona,Fountain Hills,31
Arizona,Gadsden,3
Arizona,Gila Bend,9
Arizona,Gilbert,5410
Arizona,Glendale,3554
Arizona,Gold Canyon,977
Arizona,Golden Valley,10
Arizona,Goodyear,388
Arizona,Grand Canyon Village,30
Arizona,Green Valley,2137
Arizona,Guadalupe,1
Arizona,Heber-Overgaard,2
Arizona,Hereford,63
Arizona,Holbrook,59
Arizona,Houck,9
Arizona,Huachuca City,458
Arizona,Jerome,12
Arizona,Joseph City,10
Arizona,Kayenta,10
Arizona,Kingman,404
Arizona,Lake Havasu City,1537
Arizona,Lake Montezuma,13
Arizona,Litchfield Park,292
Arizona,Littlefield,22
Arizona,Lupton,6
Arizona,Marana,53
Arizona,Marble Canyon,17
Arizona,Maricopa,1396
Arizona,Mayer,87
Arizona,Mesa,13728
Arizona,Mohave Valley,1057
Arizona,Morristown,54
Arizona,Mount Lemmon,2
Arizona,Munds Park,2
Arizona,New River,1676
Arizona,Nogales,84
Arizona,Oracle,34
Arizona,Oro Valley,31
Arizona,Page,128
Arizona,Paradise Valley,306
Arizona,Parker,456
Arizona,Paulden,7
Arizona,Payson,9
Arizona,Peach Springs,2
Arizona,Peoria,2583
Arizona,Petrified Forest National Park,10
Arizona,Phoenix,27633
Arizona,Picacho,51
Arizona,Pinetop-Lakeside,93
Arizona,Pinon,3
Arizona,Poston,1
Arizona,Prescott,2771
Arizona,Prescott Valley,1164
Arizona,Quartzsite,36
Arizona,Queen Creek,800
Arizona,Queen Valley,2
Arizona,Red Rock,156
Arizona,Rio Rico,4
Arizona,Rio Verde,8
Arizona,Roll,8
Arizona,Roosevelt,2
Arizona,Sacaton,1
Arizona,Safford,7
Arizona,Sahuarita,193
Arizona,Saint David,20
Arizona,Salome,23
Arizona,San Luis,473
Arizona,San Simon,3
Arizona,San Tan Valley,426
Arizona,Sanders,9
Arizona,Scottsdale,26493
Arizona,Sedona,1775
Arizona,Seligman,31
Arizona,Shonto,1297
Arizona,Show Low,484
Arizona,Sierra Vista,1030
Arizona,Snowflake,23
Arizona,Somerton,146
Arizona,Sonoita,3
Arizona,Spring Valley,2
Arizona,Springerville,1
Arizona,Sun City,113
Arizona,Sun City West,42
Arizona,Sun Lakes,29
Arizona,Sun Valley,2
Arizona,Surprise,2343
Arizona,Tempe,18479
Arizona,Temple Bar Marina,1
Arizona,Tolleson,539
Arizona,Tombstone,15
Arizona,Tonalea,105
Arizona,Tonopah,31
Arizona,Topock,9
Arizona,Tuba City,24
Arizona,Tubac,14
Arizona,Tucson,16990
Arizona,Tumacacori-Carmen,2
Arizona,Vail,938
Arizona,Vernon,1
Arizona,Waddell,63
Arizona,Wellton,20
Arizona,White Hills,4
Arizona,Wickenburg,2099
Arizona,Wikieup,4
Arizona,Willcox,13
Arizona,Williams,97
Arizona,Willow Beach,21
Arizona,Winslow,176
Arizona,Wittmann,29
Arizona,Young,1
Arizona,Youngtown,1
Arizona,Yucca,3
Arizona,Yuma,1880
Arkansas,Alexander,40
Arkansas,Alma,8
Arkansas,Almyra,4
Arkansas,Altus,1
Arkansas,Arkadelphia,104
Arkansas,Ashdown,17
Arkansas,Atkins,15
Arkansas,Augusta,2
Arkansas,Austin,2
Arkansas,Bald Knob,959
Arkansas,Barling,4
Arkansas,Batesville,1696
Arkansas,Beebe,10
Arkansas,Bella Vista,6012
Arkansas,Benton,2012
Arkansas,Bentonville,2470
Arkansas,Bigelow,216
Arkansas,Biggers,56
Arkansas,Black Oak,1
Arkansas,Blytheville,47
Arkansas,Boles,28
Arkansas,Bono,2
Arkansas,Bradford,50
Arkansas,Bradley,9
Arkansas,Brinkley,20
Arkansas,Brookland,1
Arkansas,Bryant,741
Arkansas,Cabot,9
Arkansas,Caddo Valley,2
Arkansas,Camden,422
Arkansas,Carlisle,16
Arkansas,Casa,1
Arkansas,Cash,2
Arkansas,Cave City,15
Arkansas,Cave Springs,4
Arkansas,Cherry Valley,10
Arkansas,Chester,1
Arkansas,Clarksville,36
Arkansas,Clinton,1
Arkansas,Conway,2355
Arkansas,Cotter,8
Arkansas,Crawfordsville,7
Arkansas,Crossett,75
Arkansas,Damascus,2
Arkansas,Dardanelle,1
Arkansas,De Queen,3
Arkansas,De Valls Bluff,5
Arkansas,DeWitt,6
Arkansas,Delaplaine,1
Arkansas,Desha,2
Arkansas,Donaldson,8
Arkansas,Dover,60
Arkansas,Drasco,12
Arkansas,Dumas,2
Arkansas,Earle,37
Arkansas,El Dorado,578
Arkansas,Elkins,5
Arkansas,Emmet,6
Arkansas,England,2
Arkansas,Eudora,4
Arkansas,Eureka Springs,85
Arkansas,Evening Shade,2
Arkansas,Everton,4
Arkansas,Fairfield Bay,34
Arkansas,Farmington,4
Arkansas,Fayetteville,2800
Arkansas,Flippin,781
Arkansas,Floral,15
Arkansas,Fordyce,1
Arkansas,Forrest City,14
Arkansas,Fort Smith,294
Arkansas,Fouke,2
Arkansas,Fountain Hill,4
Arkansas,Fredonia,5
Arkansas,Frenchmans Bayou,2
Arkansas,Fulton,10
Arkansas,Garfield,526
Arkansas,Gassville,5
Arkansas,Gentry,6
Arkansas,Gillett,1
Arkansas,Glenwood,1
Arkansas,Grady,3
Arkansas,Greenbrier,250
Arkansas,Greers Ferry,25
Arkansas,Gurdon,16
Arkansas,Hackett,27
Arkansas,Hagarville,1
Arkansas,Hamburg,44
Arkansas,Hardy,3
Arkansas,Harrisburg,1
Arkansas,Harrison,874
Arkansas,Hartman,1
Arkansas,Hatfield,2
Arkansas,Havana,13
Arkansas,Hazen,19
Arkansas,Heber Springs,81
Arkansas,Hensley,3
Arkansas,Heth,77
Arkansas,Hickory Ridge,1
Arkansas,Hindsville,130
Arkansas,Holiday Island,2
Arkansas,Holly Grove,29
Arkansas,Hope,15
Arkansas,Hot Springs,1295
Arkansas,Hot Springs Village,1
Arkansas,Houston,28
Arkansas,Hughes,1
Arkansas,Humnoke,4
Arkansas,Huntsville,60
Arkansas,Jacksonville,251
Arkansas,Jasper,31
Arkansas,Joiner,7
Arkansas,Jonesboro,1071
Arkansas,Judsonia,49
Arkansas,Kingston,1
Arkansas,Lake City,3
Arkansas,Lake Hamilton,168
Arkansas,Lake Village,4
Arkansas,Lamar,6
Arkansas,Leachville,285
Arkansas,Leslie,72
Arkansas,Lewisville,12
Arkansas,Little Rock,4354
Arkansas,London,6
Arkansas,Lonoke,26
Arkansas,Lonsdale,2
Arkansas,Lowell,24
Arkansas,Luxora,188
Arkansas,Magnolia,586
Arkansas,Malvern,73
Arkansas,Manila,140
Arkansas,Mansfield,2
Arkansas,Marion,133
Arkansas,Marked Tree,1
Arkansas,Marshall,7
Arkansas,Marvell,58
Arkansas,Maumelle,11
Arkansas,Mayflower,2
Arkansas,Maynard,28
Arkansas,McCrory,9
Arkansas,McGehee,1
Arkansas,McRae,3
Arkansas,Mena,349
Arkansas,Monette,99
Arkansas,Monticello,13
Arkansas,Montrose,33
Arkansas,Morrilton,446
Arkansas,Mount Ida,3
Arkansas,Mountain Home,209
Arkansas,Mountain View,10
Arkansas,Mountainburg,4
Arkansas,Mulberry,4
Arkansas,Newark,10
Arkansas,Newport,1
Arkansas,Norman,2
Arkansas,North Little Rock,2674
Arkansas,Oden,7
Arkansas,Ogden,5
Arkansas,Oil Trough,3
Arkansas,Okolona,1
Arkansas,Omaha,2
Arkansas,Oppelo,101
Arkansas,Osceola,17
Arkansas,Ozark,10
Arkansas,Palestine,19
Arkansas,Paragould,86
Arkansas,Paris,7
Arkansas,Parkin,2
Arkansas,Parks,2
Arkansas,Paron,1
Arkansas,Pea Ridge,14
Arkansas,Perry,2
Arkansas,Perryville,6
Arkansas,Pettigrew,4
Arkansas,Piggott,1
Arkansas,Pine Bluff,223
Arkansas,Pineville,14
Arkansas,Piney,24
Arkansas,Plainview,3
Arkansas,Pleasant Grove,4
Arkansas,Pleasant Plains,12
Arkansas,Plumerville,21
Arkansas,Pottsville,6
Arkansas,Poyen,12
Arkansas,Prescott,25
Arkansas,Rector,7
Arkansas,Redfield,2
Arkansas,Rockport,4
Arkansas,Rogers,1169
Arkansas,Rover,4
Arkansas,Royal,73
Arkansas,Russellville,1004
Arkansas,Scott,1
Arkansas,Searcy,679
Arkansas,Sheridan,11
Arkansas,Sherwood,710
Arkansas,Shirley,2
Arkansas,Siloam Springs,22
Arkansas,Smackover,22
Arkansas,Springdale,317
Arkansas,Springfield,2
Arkansas,Stamps,9
Arkansas,Star City,7
Arkansas,Stuttgart,2
Arkansas,Sulphur Rock,10
Arkansas,Taylor,9
Arkansas,Texarkana,566
Arkansas,Tillar,2
Arkansas,Trumann,1
Arkansas,Tuckerman,2
Arkansas,Turrell,21
Arkansas,Tyronza,8
Arkansas,Van Buren,246
Arkansas,Vilonia,1
Arkansas,Waldo,523
Arkansas,Waldron,18
Arkansas,Walnut Ridge,11
Arkansas,West Memphis,939
Arkansas,Wheatley,9
Arkansas,White Hall,57
Arkansas,Widener,25
Arkansas,Wiederkehr Village,1
Arkansas,Williford,2
Arkansas,Winslow,1
Arkansas,Wooster,1
Arkansas,Wynne,36
Arkansas,Yellville,139
Baja California,Arroyo Grande,1
Baja California,Asufre,7
Baja California,Aurora,6
Baja California,Banda,2
Baja California,Benito Jurez,2
Baja California,Buenavista,22
Baja California,Calexico,9
Baja California,Constitucin,8
Baja California,Del Campo,4
Baja California,Eduardo Crosthwhite,17
Baja California,Ejido El Porvenir,1
Baja California,El Sauzal,89
Baja California,El Vidrio,11
Baja California,Ensenada,1162
Baja California,Flores Magon,12
Baja California,Hidalgo,6
Baja California,Jardines de la Progreso,1
Baja California,La Joya,225
Baja California,La Presa Rural,3
Baja California,La Rumorosa,5
Baja California,Los Laureles,10
Baja California,Lucerna,4
Baja California,Lzaro Crdenas,1
Baja California,Manchn Blanco,6
Baja California,Mar de Corts,2
Baja California,Mexicali,1821
Baja California,Mina Columbia,1
Baja California,Moderna Oeste,10
Baja California,Nuevo Mexicali,3
Baja California,Primera,2
Baja California,Primo Tapia,14
Baja California,Progreso,24
Baja California,Rancho,6
Baja California,Rancho ALAMO BONITO,1
Baja California,Rancho Linch,1
Baja California,Rdcial del Bosque,3
Baja California,Redondo,910
Baja California,Residencias,537
Baja California,Rinconada,73
Baja California,Ro Colorado,1
Baja California,Rodolfo Snchez Taboada,86
Baja California,Rosarito,73
Baja California,San Felipe,5
Baja California,San Quintn,2
Baja California,Santa Isabel,1
Baja California,Santa Mnica,182
Baja California,Santa Yns,1
Baja California,Santo Domingo,1
Baja California,Segunda,3
Baja California,Sonora,2
Baja California,Tecate,270
Baja California,Tijuana,18701
Baja California,Vicente Guerrero,9
Baja California,Villa Verde,2
Baja California,Villafontana,6
Baja California,Xicotencatlleyva,8
Baja California,Xicotencatlleyva Alemn,1
Baja California,Zona Urbana Zacatecas,48
Baja California Sur,Ciudad Constitucin,4
Baja California Sur,Colonia Ranchera,494
Baja California Sur,Combedon,1
Baja California Sur,Concepcin,3
Baja California Sur,Corral Blanco,1
Baja California Sur,El Tiburn,16
Baja California Sur,Guerrero Negro,22
Baja California Sur,La Paz,162
Baja California Sur,Las Bombas,1
Baja California Sur,Las Palmas,3
Baja California Sur,Ligui,2
Baja California Sur,Loreto,47
Baja California Sur,Mexicali,1
Baja California Sur,San Ignacio,1
Baja California Sur,San Juan,1
Baja California Sur,Santa Rosala,139
Baja California Sur,Zona Central,1
Bimini,Alice Town,1
Bimini,Bailey Town,1
California,Acampo,892
California,Acton,47
California,Adelanto,1694
California,Agoura Hills,89
California,Agua Dulce,10
California,Aguanga,2702
California,Alameda,2799
California,Alamo,2395
California,Albany,12
California,Alhambra,2265
California,Aliso Viejo,140
California,Alpine,79
California,Alta,6
California,Altadena,37
California,Alturas,2
California,American Canyon,91
California,Anaheim,5211
California,Anderson,405
California,Antelope,1819
California,Antioch,1324
California,Anza,16
California,Apple Valley,1085
California,Applegate,5
California,Aptos,135
California,Arbuckle,9
California,Arcadia,824
California,Arcata,6628
California,Arnold,54
California,Aromas,3
California,Arroyo Grande,123
California,Artesia,150
California,Artois,1
California,Arvin,8
California,Atascadero,178
California,Auberry,30
California,Auburn,348
California,Avalon,22
California,Azusa,1131
California,Baker,6
California,Bakersfield,4779
California,Baldwin Park,110
California,Banning,15
California,Barstow,3107
California,Bay Point,23
California,Bayside,2
California,Baywood-Los Osos,382
California,Beale Air Force Base,1
California,Bear Valley Springs,5
California,Beaumont,236
California,Bell,381
California,Bell Gardens,61
California,Bellflower,119
California,Belmont,578
California,Belvedere Tiburon,30
California,Benicia,677
California,Berkeley,2220
California,Bermuda Dunes,2
California,Beverly Hills,299
California,Big Bear,1048
California,Big Bear Lake,300
California,Big Bend,2
California,Big Creek,10
California,Big Pine,6
California,Big Sur,6
California,Biggs,47
California,Bishop,1
California,Blackhawk,18
California,Bloomington,446
California,Blue Lake,11
California,Blythe,116
California,Bodega Bay,59
California,Bolinas,5
California,Bonita,51
California,Bonsall,8
California,Boron,27
California,Borrego Springs,58
California,Boulder Creek,6
California,Boulevard,2
California,Bradley,14
California,Brawley,526
California,Brea,503
California,Brentwood,118
California,Brisbane,13
California,Browns Valley,2
California,Buellton,23
California,Buena Park,1495
California,Burbank,908
California,Burlingame,578
California,Burney,1091
California,Butte City,2
California,Buttonwillow,27
California,Byron,4
California,Bystrom,19
California,Cabazon,57
California,Calabasas,83
California,Calexico,377
California,California City,712
California,Calimesa,13
California,Calipatria,36
California,Calistoga,14
California,Callahan,4
California,Calpella,3
California,Camarillo,970
California,Cameron Park,28
California,Camino,31
California,Camp Pendleton North,74
California,Campbell,213
California,Campo,9
California,Cantua Creek,2
California,Canyon Lake,2
California,Capay,1
California,Capitola,29
California,Carlsbad,3539
California,Carmel Valley,1
California,Carmel-by-the-Sea,105
California,Carmichael,315
California,Carpinteria,600
California,Carson,603
California,Cartago,3
California,Caruthers,1
California,Castaic,105
California,Castella,16
California,Castro Valley,80
California,Castroville,18
California,Cathedral City,1065
California,Ceres,102
California,Cerritos,1017
California,Cherry Valley,302
California,Chico,1282
California,Chilcoot-Vinton,1
California,Chino,1584
California,Chino Hills,1398
California,Chowchilla,8
California,Chula Vista,4014
California,Citrus Heights,2675
California,City of Industry,113
California,Claremont,1206
California,Clayton,43
California,Clearlake,625
California,Clearlake Oaks,35
California,Clements,3
California,Cloverdale,4
California,Clovis,5731
California,Coachella,259
California,Coalinga,22
California,Coarsegold,111
California,Cold Springs,2
California,Colfax,290
California,Colma,13
California,Colton,135
California,Columbia,1
California,Colusa,416
California,Commerce,1948
California,Compton,608
California,Concord,2103
California,Cool,4
California,Corcoran,136
California,Corning,16
California,Corona,815
California,Coronado,1122
California,Corte Madera,14
California,Costa Mesa,2025
California,Cotati,20
California,Coto de Caza,40
California,Cottonwood,98
California,Covina,1458
California,Coyote,3
California,Crescent City,9
California,Crestline,1056
California,Crockett,4
California,Cudahy,228
California,Culver City,3485
California,Cupertino,2634
California,Cypress,33
California,DEATH VALLEY,2
California,Daggett,11
California,Daly City,2966
California,Dana Point,299
California,Danville,545
California,Davenport,11
California,Davis,2980
California,Del Mar,60
California,Del Monte Forest,26
California,Del Rey Oaks,2
California,Del Sur,2
California,Delano,20
California,Descanso,21
California,Desert Center,2
California,Desert Hot Springs,12090
California,Diamond Bar,570
California,Diamond Springs,9
California,Discovery Bay,7
California,Dixon,102
California,Dorris,1
California,Dos Palos,43
California,Downey,2362
California,Doyle,6
California,Drytown,1
California,Duarte,181
California,Dublin,1797
California,Dulzura,4
California,Dunnigan,2
California,Dunsmuir,16
California,Durham,12
California,Dutch Flat,2
California,Earlimart,13
California,Earp,1
California,East Los Angeles,14582
California,East Palo Alto,47
California,Eastvale,8
California,Echo Lake,1
California,Edison,2
California,El Cajon,1245
California,El Centro,88
California,El Cerrito,813
California,El Dorado Hills,1936
California,El Mirage,3
California,El Monte,891
California,El Segundo,619
California,El Sobrante,126
California,Elk Grove,2541
California,Elkhorn,1
California,Elverta,17
California,Emerald Hills,60
California,Emeryville,3238
California,Emigrant Gap,2
California,Encinitas,824
California,Escalon,35
California,Escondido,4336
California,Esparto,1
California,Etna,494
California,Eureka,1398
California,Exeter,5
California,Fair Oaks,1280
California,Fairfax,61
California,Fairfield,3628
California,Fallbrook,1640
California,Farmersville,1
California,Fawnskin,4
California,Felton,10
California,Ferndale,2
California,Fillmore,888
California,Firebaugh,19
California,Floriston,5
California,Folsom,3014
California,Fontana,2089
California,Forestville,9
California,Fort Bragg,701
California,Fort Jones,26
California,Fortuna,1096
California,Foster City,447
California,Fountain Valley,897
California,Fowler,10
California,Frazier Park,1354
California,Freedom,22
California,Fremont,3524
California,French Camp,31
California,Fresno,3491
California,Friant,6
California,Fullerton,12039
California,Fulton,2
California,Furnace Creek,45
California,Galt,215
California,Garberville,13
California,Garden Grove,1323
California,Gardena,726
California,Gasquet,3
California,Gazelle,2
California,Geyserville,5
California,Gilroy,896
California,Glen Ellen,18
California,Glendale,3792
California,Glendora,895
California,Glenn,7
California,Gold River,7
California,Golden Hills,4
California,Goleta,937
California,Gonzales,13
California,Gorman,8
California,Grand Terrace,1
California,Granite Bay,7
California,Grass Valley,404
California,Green Valley Lake,21
California,Greenview,2
California,Grenada,3
California,Gridley,4
California,Grizzly Flats,796
California,Grover Beach,50
California,Gustine,48
California,Hacienda Heights,882
California,Half Moon Bay,4
California,Hanford,1360
California,Happy Camp,1
California,Hat Creek,3
California,Hawaiian Gardens,7
California,Hawthorne,329
California,Hayward,1771
California,Healdsburg,40
California,Heber,3
California,Helendale,9
California,Hemet,2933
California,Hercules,607
California,Hermosa Beach,158
California,Hesperia,4504
California,Hi Vista,6
California,Hickman,3
California,Hidden Hills,1
California,Hidden Valley Lake,1
California,Highland,156
California,Hillsborough,13
California,Hinkley,5
California,Hollister,16
California,Holtville,71
California,Homewood,1
California,Hopland,17
California,Hornbrook,24
California,Hughson,955
California,Huntington Beach,3845
California,Huntington Park,8
California,Huron,2
California,Igo,1
California,Imperial,276
California,Imperial Beach,68
California,Independence,97
California,Indian Wells,58
California,Indio,4606
California,Inglewood,678
California,Inyokern,24
California,Ione,1296
California,Irvine,5225
California,Irwindale,107
California,Isla Vista,14
California,Isleton,86
California,Jackson,156
California,Jacumba Hot Springs,59
California,Jamestown,2
California,Jamul,2
California,Janesville,2
California,Joshua Tree,161
California,Julian,14
California,Keeler,2
California,Keene,9
California,Kelsey,4
California,Kelseyville,229
California,Kensington,3
